model,0
0.0,6.94757069682633e-05
1.0,1.8098944565281272e-07
2.0,3808.035703409003
3.0,7665.932267751414
4.0,6872.548105399547
5.0,6.594991281535432e-06
6.0,5.3499097703024745e-06
7.0,1.4452339442554973e-05
8.0,1.1230709314121154e-05
9.0,1.568698454856452e-05
10.0,0.00020826357139726228
11.0,1.4623507480316102e-05
12.0,6796.12559012226
13.0,1.9971897046618247e-05
14.0,0.0
15.0,2.583852982555085e-05
16.0,1.6725275829542607e-05
17.0,0.0
19.0,0.0
20.0,3164.711070475027
21.0,4766.446301412666
22.0,3.093737177550793e-08
23.0,6705.851612593655
25.0,1.8340317183179966e-05
26.0,6.417398396438483e-05
27.0,2.292951950525752e-05
28.0,2.4773034965619445e-06
29.0,0.0
30.0,1.0499141444144892e-05
31.0,0.0
32.0,1.1197215493128278e-05
33.0,7.73152378869551e-06
34.0,2.0772041072900513e-05
35.0,1.5206186197133959e-05
36.0,5164.947791264327
37.0,7088.464377843223
38.0,0.0
40.0,3.5181707545579262e-06
41.0,5.59454660914442e-06
42.0,6464.714978413114
43.0,13931.376859167574
44.0,3.2131419682260028e-06
45.0,4780.380989025311
46.0,22553.052775550237
47.0,3.1028872209370993e-05
48.0,0.0
49.0,6.744804372191122e-06
50.0,1.666184356780011e-05
51.0,32082.149847602235
52.0,2.3519511220247727e-05
54.0,3.087218817994982e-05
55.0,1.2989166881870877e-05
56.0,5813.973492801952
57.0,0.0
58.0,0.00020863418467342854
59.0,1.308252103626728e-05
60.0,17704.037866276907
61.0,2.596095204462418e-05
62.0,8929.129386845303
63.0,4.087374444747527e-05
64.0,1.7209756708209037e-05
65.0,0.0
66.0,52495.85649257072
67.0,63203.552734788434
68.0,0.0
70.0,1.1743229464817218e-05
71.0,6148.920724767944
72.0,3.302490126993489e-05
73.0,4.908113748401475e-06
74.0,11512.808112406296
75.0,15490.472348834737
76.0,7.918660622269558e-06
77.0,2.2229608863880697e-05
78.0,1.917067178887387e-05
79.0,8204.540541616116
80.0,18076.04421582339
81.0,1.2991251446561343e-05
82.0,3.170330180236815e-05
83.0,0.0004537281896974556
84.0,5.069468680143387e-05
85.0,0.0
86.0,0.0
87.0,3.475596490982809e-06
88.0,15048.091696800111
90.0,11963.711575542819
91.0,9.891017312627381e-06
92.0,3.0947732739150524e-05
93.0,1.6303509623581734e-05
94.0,46334.82214662434
95.0,0.00013745315115381304
96.0,0.0
97.0,3.25445993695535e-05
98.0,0.0
99.0,8489.10491153316
100.0,4.705078129219227e-06
101.0,2.697931484842226e-05
